grouping,identifier,percentage,week,YMD
VOI,B.1.1.318,0.0,2020-05-31,2020-05-31
VOI,B.1.1.318,0.0,2020-11-01,2020-11-01
VOI,B.1.1.318,0.0,2020-11-08,2020-11-08
VOI,B.1.1.318,0.0,2020-11-29,2020-11-29
VOI,B.1.1.318,0.0,2020-12-13,2020-12-13
VOI,B.1.1.318,0.0,2020-12-20,2020-12-20
VOI,B.1.1.318,0.0,2020-12-27,2020-12-27
VOI,B.1.1.318,0.0,2021-01-03,2021-01-03
VOI,B.1.1.318,0.0,2021-01-10,2021-01-10
VOI,B.1.1.318,0.0,2021-01-17,2021-01-17
VOI,B.1.1.318,0.0,2021-01-24,2021-01-24
VOI,B.1.1.318,0.001,2021-01-31,2021-01-31
VOI,B.1.1.318,0.001,2021-02-07,2021-02-07
VOI,B.1.1.318,0.002,2021-02-14,2021-02-14
VOI,B.1.1.318,0.001,2021-02-21,2021-02-21
VOI,B.1.1.318,0.003,2021-02-28,2021-02-28
VOI,B.1.1.318,0.004,2021-03-07,2021-03-07
VOI,B.1.1.318,0.007,2021-03-14,2021-03-14
VOI,B.1.1.318,0.013000000000000001,2021-03-21,2021-03-21
VOI,B.1.1.318,0.022,2021-03-28,2021-03-28
VOI,B.1.1.318,0.023000000000000003,2021-04-04,2021-04-04
VOI,B.1.1.318,0.019,2021-04-11,2021-04-11
VOI,B.1.1.318,0.013000000000000001,2021-04-18,2021-04-18
VOI,B.1.1.318,0.013000000000000001,2021-04-25,2021-04-25
VOI,B.1.1.318,0.015,2021-05-02,2021-05-02
VOI,B.1.1.318,0.006,2021-05-09,2021-05-09
VOI,B.1.1.318,0.013000000000000001,2021-05-16,2021-05-16
VOI,B.1.1.318,0.007,2021-05-23,2021-05-23
VOI,B.1.1.318,0.008,2021-05-30,2021-05-30
VOI,B.1.1.318,0.012,2021-06-06,2021-06-06
VOI,B.1.1.318,0.009,2021-06-13,2021-06-13
VOI,B.1.1.318,0.011,2021-06-20,2021-06-20
VOI,B.1.1.318,0.007,2021-06-27,2021-06-27
VOI,B.1.1.318,0.002,2021-07-04,2021-07-04
VOI,B.1.1.318,0.002,2021-07-11,2021-07-11
VOI,B.1.1.318,0.005,2021-07-18,2021-07-18
VOI,B.1.1.318,0.002,2021-07-25,2021-07-25
VOI,B.1.1.318,0.0,2021-08-01,2021-08-01
VOI,B.1.1.318,0.0,2021-08-08,2021-08-08
VOI,B.1.1.318,0.0,2021-08-15,2021-08-15
VOI,B.1.1.318,0.0,2021-08-22,2021-08-22
VOI,B.1.1.318,0.0,2021-08-29,2021-08-29
VOI,B.1.1.318,0.0,2021-09-05,2021-09-05
VOI,B.1.1.318,0.0,2021-09-12,2021-09-12
VOI,B.1.1.318,0.0,2021-09-19,2021-09-19
VOI,B.1.1.318,0.0,2021-09-26,2021-09-26
VOI,B.1.1.318,0.0,2021-10-03,2021-10-03
VOI,B.1.1.318,0.0,2021-10-10,2021-10-10
VOI,B.1.1.318,0.0,2021-10-24,2021-10-24
VOI,B.1.1.318,0.0,2020-11-22,2020-11-22
VOI,B.1.1.318,0.0,2021-10-17,2021-10-17
VOI,B.1.1.318,0.0,2021-10-31,2021-10-31
VOI,B.1.1.318,0.0,2021-11-07,2021-11-07
VOI,B.1.1.318,0.0,2021-11-14,2021-11-14
VOI,B.1.1.318,0.0,2020-03-08,2020-03-08
VOI,B.1.1.318,0.0,2020-03-15,2020-03-15
VOI,B.1.1.318,0.0,2020-03-22,2020-03-22
VOI,B.1.1.318,0.0,2020-03-29,2020-03-29
VOI,B.1.1.318,0.0,2020-04-12,2020-04-12
VOI,B.1.1.318,0.0,2020-04-26,2020-04-26
VOI,B.1.1.318,0.0,2020-05-03,2020-05-03
VOI,B.1.1.318,0.0,2020-08-02,2020-08-02
VOI,B.1.1.318,0.0,2020-08-09,2020-08-09
VOI,B.1.1.318,0.0,2020-08-23,2020-08-23
VOI,B.1.1.318,0.0,2019-12-29,2019-12-29
VOI,B.1.1.318,0.0,2020-03-01,2020-03-01
VOI,B.1.1.318,0.0,2020-11-15,2020-11-15
VOI,B.1.1.318,0.0,2020-12-06,2020-12-06
VOI,B.1.1.318,0.0,2020-06-07,2020-06-07
VOI,B.1.1.318,0.0,2020-07-26,2020-07-26
VOI,B.1.1.318,0.0,2020-10-25,2020-10-25
VOI,B.1.1.318,0.0,2020-07-19,2020-07-19
VOI,B.1.1.318,0.0,2020-08-16,2020-08-16
VOI,B.1.1.318,0.0,2020-08-30,2020-08-30
VOI,B.1.1.318,0.0,2020-09-06,2020-09-06
VOI,B.1.1.318,0.0,2020-09-13,2020-09-13
VOI,B.1.1.318,0.0,2020-09-20,2020-09-20
VOI,B.1.1.318,0.0,2020-09-27,2020-09-27
VOI,B.1.1.318,0.0,2020-10-04,2020-10-04
VOI,B.1.1.318,0.0,2020-10-11,2020-10-11
VOI,B.1.1.318,0.0,2020-10-18,2020-10-18
VOI,B.1.1.318,0.0,2020-05-24,2020-05-24
VOI,B.1.1.318,0.0,2020-06-14,2020-06-14
VOI,B.1.1.318,0.0,2020-06-21,2020-06-21
VOI,B.1.1.318,0.0,2020-06-28,2020-06-28
VOI,B.1.1.318,0.0,2020-07-05,2020-07-05
VOI,B.1.1.318,0.0,2020-07-12,2020-07-12
VOI,B.1.1.318,0.0,2020-02-09,2020-02-09
VOI,B.1.1.318,0.0,2020-02-23,2020-02-23
VOI,B.1.617.3,0.0,2020-04-05,2020-04-05
VOI,B.1.617.3,0.0,2020-04-19,2020-04-19
VOI,B.1.617.3,0.0,2020-05-10,2020-05-10
VOI,B.1.617.3,0.0,2020-05-17,2020-05-17
VOI,B.1.617.3,0.0,2020-05-31,2020-05-31
VOI,B.1.617.3,0.0,2020-11-01,2020-11-01
VOI,B.1.617.3,0.0,2020-11-08,2020-11-08
VOI,B.1.617.3,0.0,2020-11-29,2020-11-29
VOI,B.1.617.3,0.0,2020-12-13,2020-12-13
VOI,B.1.617.3,0.0,2020-12-20,2020-12-20
VOI,B.1.617.3,0.0,2020-12-27,2020-12-27
VOI,B.1.617.3,0.0,2021-01-03,2021-01-03
VOI,B.1.617.3,0.0,2021-01-10,2021-01-10
VOI,B.1.617.3,0.0,2021-01-17,2021-01-17
VOI,B.1.617.3,0.0,2021-01-24,2021-01-24
VOI,B.1.617.3,0.0,2021-01-31,2021-01-31
VOI,B.1.617.3,0.0,2021-02-07,2021-02-07
VOI,B.1.617.3,0.0,2021-02-14,2021-02-14
VOI,B.1.617.3,0.0,2021-02-21,2021-02-21
VOI,B.1.617.3,0.0,2021-02-28,2021-02-28
VOI,B.1.617.3,0.0,2021-03-07,2021-03-07
VOI,B.1.617.3,0.0,2021-03-14,2021-03-14
VOI,B.1.617.3,0.0,2021-03-21,2021-03-21
VOI,B.1.617.3,0.0,2021-03-28,2021-03-28
VOI,B.1.617.3,0.0,2021-04-04,2021-04-04
VOI,B.1.617.3,0.0,2021-04-11,2021-04-11
VOI,B.1.617.3,0.0,2021-04-18,2021-04-18
VOI,B.1.617.3,0.0,2021-04-25,2021-04-25
VOI,B.1.617.3,0.0,2021-05-02,2021-05-02
VOI,B.1.617.3,0.0,2021-05-09,2021-05-09
VOI,B.1.617.3,0.0,2021-05-16,2021-05-16
VOI,B.1.617.3,0.0,2021-05-23,2021-05-23
VOI,B.1.617.3,0.0,2021-05-30,2021-05-30
VOI,B.1.617.3,0.0,2021-06-06,2021-06-06
VOI,B.1.617.3,0.0,2021-06-13,2021-06-13
VOI,B.1.617.3,0.0,2021-06-20,2021-06-20
VOI,B.1.617.3,0.0,2021-06-27,2021-06-27
VOI,B.1.617.3,0.0,2021-07-04,2021-07-04
VOI,B.1.617.3,0.0,2021-07-11,2021-07-11
VOI,B.1.617.3,0.0,2021-07-18,2021-07-18
VOI,B.1.617.3,0.0,2021-07-25,2021-07-25
VOI,B.1.617.3,0.0,2021-08-01,2021-08-01
VOI,B.1.617.3,0.0,2021-08-08,2021-08-08
VOI,B.1.617.3,0.0,2021-08-15,2021-08-15
VOI,B.1.617.3,0.0,2021-08-22,2021-08-22
VOI,B.1.617.3,0.0,2021-08-29,2021-08-29
VOI,B.1.617.3,0.0,2021-09-05,2021-09-05
VOI,B.1.617.3,0.0,2021-09-12,2021-09-12
VOI,B.1.617.3,0.0,2021-09-19,2021-09-19
VOI,B.1.617.3,0.0,2021-09-26,2021-09-26
VOI,B.1.617.3,0.0,2021-10-03,2021-10-03
VOI,B.1.617.3,0.0,2021-10-10,2021-10-10
VOI,B.1.617.3,0.0,2021-10-24,2021-10-24
VOI,B.1.617.3,0.0,2020-11-22,2020-11-22
VOI,B.1.617.3,0.0,2021-10-17,2021-10-17
VOI,B.1.617.3,0.0,2021-10-31,2021-10-31
VOI,B.1.617.3,0.0,2021-11-07,2021-11-07
VOI,B.1.617.3,0.0,2021-11-14,2021-11-14
VOI,B.1.617.3,0.0,2020-03-08,2020-03-08
VOI,B.1.617.3,0.0,2020-03-15,2020-03-15
VOI,B.1.617.3,0.0,2020-03-22,2020-03-22
VOI,B.1.617.3,0.0,2020-03-29,2020-03-29
VOI,B.1.617.3,0.0,2020-04-12,2020-04-12
VOI,B.1.617.3,0.0,2020-04-26,2020-04-26
VOI,B.1.617.3,0.0,2020-05-03,2020-05-03
VOI,B.1.617.3,0.0,2020-08-02,2020-08-02
VOI,B.1.617.3,0.0,2020-08-09,2020-08-09
VOI,B.1.617.3,0.0,2020-08-23,2020-08-23
VOI,B.1.617.3,0.0,2019-12-29,2019-12-29
VOI,B.1.617.3,0.0,2020-03-01,2020-03-01
VOI,B.1.617.3,0.0,2020-11-15,2020-11-15
VOI,B.1.617.3,0.0,2020-12-06,2020-12-06
VOI,B.1.617.3,0.0,2020-06-07,2020-06-07
VOI,B.1.617.3,0.0,2020-07-26,2020-07-26
VOI,B.1.617.3,0.0,2020-10-25,2020-10-25
VOI,B.1.617.3,0.0,2020-07-19,2020-07-19
VOI,B.1.617.3,0.0,2020-08-16,2020-08-16
VOI,B.1.617.3,0.0,2020-08-30,2020-08-30
VOI,B.1.617.3,0.0,2020-09-06,2020-09-06
VOI,B.1.617.3,0.0,2020-09-13,2020-09-13
VOI,B.1.617.3,0.0,2020-09-20,2020-09-20
VOI,B.1.617.3,0.0,2020-09-27,2020-09-27
VOI,B.1.617.3,0.0,2020-10-04,2020-10-04
VOI,B.1.617.3,0.0,2020-10-11,2020-10-11
VOI,B.1.617.3,0.0,2020-10-18,2020-10-18
VOI,B.1.617.3,0.0,2020-05-24,2020-05-24
VOI,B.1.617.3,0.0,2020-06-14,2020-06-14
VOI,B.1.617.3,0.0,2020-06-21,2020-06-21
VOI,B.1.617.3,0.0,2020-06-28,2020-06-28
VOI,B.1.617.3,0.0,2020-07-05,2020-07-05
VOI,B.1.617.3,0.0,2020-07-12,2020-07-12
VOI,B.1.617.3,0.0,2020-02-09,2020-02-09
VOI,B.1.617.3,0.0,2020-02-23,2020-02-23
VOI,Eta,0.0,2020-04-05,2020-04-05
VOI,Eta,0.0,2020-04-19,2020-04-19
VOI,Eta,0.0,2020-05-10,2020-05-10
VOI,Eta,0.0,2020-05-17,2020-05-17
VOI,Eta,0.0,2020-05-31,2020-05-31
VOI,Eta,0.0,2020-11-01,2020-11-01
VOI,Eta,0.0,2020-11-08,2020-11-08
VOI,Eta,0.0,2020-11-29,2020-11-29
VOI,Eta,0.004,2020-12-13,2020-12-13
VOI,Eta,0.0,2020-12-20,2020-12-20
VOI,Eta,0.001,2020-12-27,2020-12-27
VOI,Eta,0.001,2021-01-03,2021-01-03
VOI,Eta,0.001,2021-01-10,2021-01-10
VOI,Eta,0.001,2021-01-17,2021-01-17
VOI,Eta,0.002,2021-01-24,2021-01-24
VOI,Eta,0.003,2021-01-31,2021-01-31
VOI,Eta,0.01,2021-02-07,2021-02-07
VOI,Eta,0.016,2021-02-14,2021-02-14
VOI,Eta,0.021,2021-02-21,2021-02-21
VOI,Eta,0.031,2021-02-28,2021-02-28
VOI,Eta,0.028,2021-03-07,2021-03-07
VOI,Eta,0.012,2021-03-14,2021-03-14
VOI,Eta,0.041,2021-03-21,2021-03-21
VOI,Eta,0.049,2021-03-28,2021-03-28
VOI,Eta,0.042,2021-04-04,2021-04-04
VOI,Eta,0.034,2021-04-11,2021-04-11
VOI,Eta,0.019,2021-04-18,2021-04-18
VOI,Eta,0.022,2021-04-25,2021-04-25
VOI,Eta,0.022,2021-05-02,2021-05-02
VOI,Eta,0.015,2021-05-09,2021-05-09
VOI,Eta,0.011,2021-05-16,2021-05-16
VOI,Eta,0.01,2021-05-23,2021-05-23
VOI,Eta,0.004,2021-05-30,2021-05-30
VOI,Eta,0.016,2021-06-06,2021-06-06
VOI,Eta,0.019,2021-06-13,2021-06-13
VOI,Eta,0.016,2021-06-20,2021-06-20
VOI,Eta,0.002,2021-06-27,2021-06-27
VOI,Eta,0.002,2021-07-04,2021-07-04
VOI,Eta,0.002,2021-07-11,2021-07-11
VOI,Eta,0.0,2021-07-18,2021-07-18
VOI,Eta,0.0,2021-07-25,2021-07-25
VOI,Eta,0.0,2021-08-01,2021-08-01
VOI,Eta,0.0,2021-08-08,2021-08-08
VOI,Eta,0.0,2021-08-15,2021-08-15
VOI,Eta,0.0,2021-08-22,2021-08-22
VOI,Eta,0.0,2021-08-29,2021-08-29
VOI,Eta,0.0,2021-09-05,2021-09-05
VOI,Eta,0.0,2021-09-12,2021-09-12
VOI,Eta,0.0,2021-09-19,2021-09-19
VOI,Eta,0.0,2021-09-26,2021-09-26
VOI,Eta,0.0,2021-10-03,2021-10-03
VOI,Eta,0.0,2021-10-10,2021-10-10
VOI,Eta,0.0,2021-10-24,2021-10-24
VOI,Eta,0.0,2020-11-22,2020-11-22
VOI,Eta,0.0,2021-10-17,2021-10-17
VOI,Eta,0.0,2021-10-31,2021-10-31
VOI,Eta,0.0,2021-11-07,2021-11-07
VOI,Eta,0.0,2021-11-14,2021-11-14
VOI,Eta,0.0,2020-03-08,2020-03-08
VOI,Eta,0.0,2020-03-15,2020-03-15
VOI,Eta,0.0,2020-03-22,2020-03-22
VOI,Eta,0.0,2020-03-29,2020-03-29
VOI,Eta,0.0,2020-04-12,2020-04-12
VOI,Eta,0.0,2020-04-26,2020-04-26
VOI,Eta,0.0,2020-05-03,2020-05-03
VOI,Eta,0.0,2020-08-02,2020-08-02
VOI,Eta,0.0,2020-08-09,2020-08-09
VOI,Eta,0.0,2020-08-23,2020-08-23
VOI,Eta,0.0,2019-12-29,2019-12-29
VOI,Eta,0.0,2020-03-01,2020-03-01
VOI,Eta,0.0,2020-11-15,2020-11-15
VOI,Eta,0.0,2020-12-06,2020-12-06
VOI,Eta,0.0,2020-06-07,2020-06-07
VOI,Eta,0.0,2020-07-26,2020-07-26
VOI,Eta,0.0,2020-10-25,2020-10-25
VOI,Eta,0.0,2020-07-19,2020-07-19
VOI,Eta,0.0,2020-08-16,2020-08-16
VOI,Eta,0.0,2020-08-30,2020-08-30
VOI,Eta,0.0,2020-09-06,2020-09-06
VOI,Eta,0.0,2020-09-13,2020-09-13
VOI,Eta,0.0,2020-09-20,2020-09-20
VOI,Eta,0.0,2020-09-27,2020-09-27
VOI,Eta,0.0,2020-10-04,2020-10-04
VOI,Eta,0.0,2020-10-11,2020-10-11
VOI,Eta,0.0,2020-10-18,2020-10-18
VOI,Eta,0.0,2020-05-24,2020-05-24
VOI,Eta,0.0,2020-06-14,2020-06-14
VOI,Eta,0.0,2020-06-21,2020-06-21
VOI,Eta,0.0,2020-06-28,2020-06-28
VOI,Eta,0.0,2020-07-05,2020-07-05
VOI,Eta,0.0,2020-07-12,2020-07-12
VOI,Eta,0.0,2020-02-09,2020-02-09
VOI,Eta,0.0,2020-02-23,2020-02-23
VOI,Iota,0.0,2020-04-05,2020-04-05
VOI,Iota,0.0,2020-04-19,2020-04-19
VOI,Iota,0.0,2020-05-10,2020-05-10
VOI,Iota,0.0,2020-05-17,2020-05-17
VOI,Iota,0.0,2020-05-31,2020-05-31
VOI,Iota,0.0,2020-11-01,2020-11-01
VOI,Iota,0.0,2020-11-08,2020-11-08
VOI,Iota,0.0,2020-11-29,2020-11-29
VOI,Iota,0.0,2020-12-13,2020-12-13
VOI,Iota,0.0,2020-12-20,2020-12-20
VOI,Iota,0.0,2020-12-27,2020-12-27
VOI,Iota,0.0,2021-01-03,2021-01-03
VOI,Iota,0.0,2021-01-10,2021-01-10
VOI,Iota,0.0,2021-01-17,2021-01-17
VOI,Iota,0.0,2021-01-24,2021-01-24
VOI,Iota,0.0,2021-01-31,2021-01-31
VOI,Iota,0.0,2021-02-07,2021-02-07
VOI,Iota,0.0,2021-02-14,2021-02-14
VOI,Iota,0.0,2021-02-21,2021-02-21
VOI,Iota,0.0,2021-02-28,2021-02-28
VOI,Iota,0.001,2021-03-07,2021-03-07
VOI,Iota,0.002,2021-03-14,2021-03-14
VOI,Iota,0.001,2021-03-21,2021-03-21
VOI,Iota,0.005,2021-03-28,2021-03-28
VOI,Iota,0.004,2021-04-04,2021-04-04
VOI,Iota,0.004,2021-04-11,2021-04-11
VOI,Iota,0.007,2021-04-18,2021-04-18
VOI,Iota,0.005,2021-04-25,2021-04-25
VOI,Iota,0.003,2021-05-02,2021-05-02
VOI,Iota,0.004,2021-05-09,2021-05-09
VOI,Iota,0.007,2021-05-16,2021-05-16
VOI,Iota,0.011,2021-05-23,2021-05-23
VOI,Iota,0.01,2021-05-30,2021-05-30
VOI,Iota,0.01,2021-06-06,2021-06-06
VOI,Iota,0.004,2021-06-13,2021-06-13
VOI,Iota,0.006,2021-06-20,2021-06-20
VOI,Iota,0.004,2021-06-27,2021-06-27
VOI,Iota,0.001,2021-07-04,2021-07-04
VOI,Iota,0.007,2021-07-11,2021-07-11
VOI,Iota,0.0,2021-07-18,2021-07-18
VOI,Iota,0.001,2021-07-25,2021-07-25
VOI,Iota,0.0,2021-08-01,2021-08-01
VOI,Iota,0.0,2021-08-08,2021-08-08
VOI,Iota,0.0,2021-08-15,2021-08-15
VOI,Iota,0.0,2021-08-22,2021-08-22
VOI,Iota,0.0,2021-08-29,2021-08-29
VOI,Iota,0.0,2021-09-05,2021-09-05
VOI,Iota,0.0,2021-09-12,2021-09-12
VOI,Iota,0.0,2021-09-19,2021-09-19
VOI,Iota,0.0,2021-09-26,2021-09-26
VOI,Iota,0.0,2021-10-03,2021-10-03
VOI,Iota,0.0,2021-10-10,2021-10-10
VOI,Iota,0.0,2021-10-24,2021-10-24
VOI,Iota,0.0,2020-11-22,2020-11-22
VOI,Iota,0.0,2021-10-17,2021-10-17
VOI,Iota,0.0,2021-10-31,2021-10-31
VOI,Iota,0.0,2021-11-07,2021-11-07
VOI,Iota,0.0,2021-11-14,2021-11-14
VOI,Iota,0.0,2020-03-08,2020-03-08
VOI,Iota,0.0,2020-03-15,2020-03-15
VOI,Iota,0.0,2020-03-22,2020-03-22
VOI,Iota,0.0,2020-03-29,2020-03-29
VOI,Iota,0.0,2020-04-12,2020-04-12
VOI,Iota,0.0,2020-04-26,2020-04-26
VOI,Iota,0.0,2020-05-03,2020-05-03
VOI,Iota,0.0,2020-08-02,2020-08-02
VOI,Iota,0.0,2020-08-09,2020-08-09
VOI,Iota,0.0,2020-08-23,2020-08-23
VOI,Iota,0.0,2019-12-29,2019-12-29
VOI,Iota,0.0,2020-03-01,2020-03-01
VOI,Iota,0.0,2020-11-15,2020-11-15
VOI,Iota,0.0,2020-12-06,2020-12-06
VOI,Iota,0.0,2020-06-07,2020-06-07
VOI,Iota,0.0,2020-07-26,2020-07-26
VOI,Iota,0.0,2020-10-25,2020-10-25
VOI,Iota,0.0,2020-07-19,2020-07-19
VOI,Iota,0.0,2020-08-16,2020-08-16
VOI,Iota,0.0,2020-08-30,2020-08-30
VOI,Iota,0.0,2020-09-06,2020-09-06
VOI,Iota,0.0,2020-09-13,2020-09-13
VOI,Iota,0.0,2020-09-20,2020-09-20
VOI,Iota,0.0,2020-09-27,2020-09-27
VOI,Iota,0.0,2020-10-04,2020-10-04
VOI,Iota,0.0,2020-10-11,2020-10-11
VOI,Iota,0.0,2020-10-18,2020-10-18
VOI,Iota,0.0,2020-05-24,2020-05-24
VOI,Iota,0.0,2020-06-14,2020-06-14
VOI,Iota,0.0,2020-06-21,2020-06-21
VOI,Iota,0.0,2020-06-28,2020-06-28
VOI,Iota,0.0,2020-07-05,2020-07-05
VOI,Iota,0.0,2020-07-12,2020-07-12
VOI,Iota,0.0,2020-02-09,2020-02-09
VOI,Iota,0.0,2020-02-23,2020-02-23
VOI,Lambda,0.0,2020-04-05,2020-04-05
